	reactome-id	wp-id
2050	R-HSA-3928663	
2051	R-HSA-3928662	
2052	R-HSA-373755	WP1907
2053	R-HSA-399955	
2054	R-HSA-399954	
2055	R-HSA-399956	
2056	R-HSA-400685	
2057	R-HSA-416550	
2058	R-HSA-416572	
2059	R-HSA-416700	
2060	R-HSA-373752	WP1868
2061	R-HSA-418885	
2062	R-HSA-418890	
2063	R-HSA-418886	
2064	R-HSA-525793	WP1865
2065	R-HSA-375170	
2066	R-HSA-5682910	WP3392
2067	R-HSA-69306	
2068	R-HSA-5357801	
2069	R-HSA-109581	
2070	R-HSA-5357769	
2071	R-HSA-140534	WP3358
2072	R-HSA-69416	
2073	R-HSA-3371378	
2074	R-HSA-418889	WP3317
2075	R-HSA-169911	WP1896
2076	R-HSA-211733	
2077	R-HSA-211728	
2078	R-HSA-109606	WP1841
2079	R-HSA-111453	
2080	R-HSA-114294	
2081	R-HSA-111452	
2082	R-HSA-111471	
2083	R-HSA-111469	
2084	R-HSA-111463	
2085	R-HSA-111464	
2086	R-HSA-111461	
2087	R-HSA-111458	
2088	R-HSA-111459	
2089	R-HSA-114452	
2090	R-HSA-111446	
2091	R-HSA-111448	
2092	R-HSA-139915	
2093	R-HSA-139910	
2094	R-HSA-111447	
2095	R-HSA-75108	
2096	R-HSA-111457	
2097	R-HSA-75153	
2098	R-HSA-111465	
2099	R-HSA-264870	
2100	R-HSA-351906	
2101	R-HSA-352238	
2102	R-HSA-211736	
2103	R-HSA-140342	
2104	R-HSA-211227	
2105	R-HSA-5218859	WP3383
2106	R-HSA-5213460	
2107	R-HSA-5675482	
2108	R-HSA-5218900	
2109	R-HSA-1474244	WP2703
2110	R-HSA-1566977	
2111	R-HSA-3000157	
2112	R-HSA-3000178	
2113	R-HSA-3000171	
2114	R-HSA-3000170	WP2787
2115	R-HSA-1474228	WP2774
2116	R-HSA-1592389	WP2769
2117	R-HSA-1442490	WP2708
2118	R-HSA-1566948	WP2666
2119	R-HSA-2129379	
2120	R-HSA-1474290	
2121	R-HSA-2022090	WP2798
2122	R-HSA-2214320	
2123	R-HSA-2243919	
2124	R-HSA-1650814	WP2725
2125	R-HSA-216083	WP1833
2126	R-HSA-1852241	
2127	R-HSA-1592230	WP3331
2128	R-HSA-2151209	
2129	R-HSA-2151201	
2130	R-HSA-5617833	WP3498
2131	R-HSA-5620912	
2132	R-HSA-5620924	
2133	R-HSA-5620920	
2134	R-HSA-5620916	
2135	R-HSA-5624958	
2136	R-HSA-5620922	
2137	R-HSA-5624138	
2138	R-HSA-5368287	WP3310
2139	R-HSA-5389840	
2140	R-HSA-5368286	
2141	R-HSA-5419276	
2142	R-HSA-1430728	
2143	R-HSA-71737	
2144	R-HSA-1475029	WP2770
2145	R-HSA-5660526	
2146	R-HSA-5661231	WP3814
2147	R-HSA-196854	
2148	R-HSA-196849	WP1857
2149	R-HSA-199220	
2150	R-HSA-196783	
2151	R-HSA-196780	
2152	R-HSA-196807	
2153	R-HSA-197264	
2154	R-HSA-196757	WP3806
2155	R-HSA-947581	
2156	R-HSA-196819	
2157	R-HSA-196741	
2158	R-HSA-196843	
2159	R-HSA-196836	
2160	R-HSA-964975	
2161	R-HSA-6806667	
2162	R-HSA-196791	WP3685
2163	R-HSA-6806664	WP3822
2164	R-HSA-2161522	WP2712
2165	R-HSA-2161517	
2166	R-HSA-2161541	
2167	R-HSA-556833	
2168	R-HSA-535734	WP1817
2169	R-HSA-200425	
2170	R-HSA-74182	
2171	R-HSA-77111	
2172	R-HSA-77108	
2173	R-HSA-77289	
2174	R-HSA-77288	
2175	R-HSA-77286	
2176	R-HSA-77352	
2177	R-HSA-77348	
2178	R-HSA-77346	
2179	R-HSA-77310	
2180	R-HSA-77350	
2181	R-HSA-77305	
2182	R-HSA-77285	
2183	R-HSA-71032	
2184	R-HSA-400206	WP2797
2185	R-HSA-1989781	
2186	R-HSA-75109	
2187	R-HSA-75105	
2188	R-HSA-75876	
2189	R-HSA-194068	WP1788
2190	R-HSA-159418	
2191	R-HSA-192105	
2192	R-HSA-193368	
2193	R-HSA-193775	
2194	R-HSA-193807	
2195	R-HSA-428157	WP2788
2196	R-HSA-1660662	
2197	R-HSA-1660661	
2198	R-HSA-196071	WP3836
2199	R-HSA-193144	
2200	R-HSA-196108	
2201	R-HSA-193048	
2202	R-HSA-194002	
2203	R-HSA-193993	
2204	R-HSA-390918	WP1878
2205	R-HSA-389887	
2206	R-HSA-389599	
2207	R-HSA-389542	
2208	R-HSA-75896	
2209	R-HSA-390247	
2210	R-HSA-1483257	
2211	R-HSA-1483206	WP2740
2212	R-HSA-1482788	
2213	R-HSA-1483213	
2214	R-HSA-1482922	
2215	R-HSA-1483076	
2216	R-HSA-1482798	
2217	R-HSA-1483191	
2218	R-HSA-1483152	
2219	R-HSA-6798163	
2220	R-HSA-1482839	
2221	R-HSA-1482925	
2222	R-HSA-1483196	
2223	R-HSA-1483196	
2224	R-HSA-1483115	
2225	R-HSA-1483166	
2226	R-HSA-1483148	
2227	R-HSA-1483226	
2228	R-HSA-1482883	
2229	R-HSA-1483171	
2230	R-HSA-1483101	
2231	R-HSA-1482801	
2232	R-HSA-1483255	WP2747
2233	R-HSA-1660502	
2234	R-HSA-1660524	
2235	R-HSA-1660508	
2236	R-HSA-1660516	
2237	R-HSA-1660514	
2238	R-HSA-1660499	
2239	R-HSA-1660510	
2240	R-HSA-6814848	
2241	R-HSA-1483248	
2242	R-HSA-1660517	
2243	R-HSA-1660537	
2244	R-HSA-2142753	
2245	R-HSA-2162123	
2246	R-HSA-2142691	
2247	R-HSA-2142688	
2248	R-HSA-2142712	
2249	R-HSA-2142700	
2250	R-HSA-2142670	
2251	R-HSA-2142770	
2252	R-HSA-2142816	
2253	R-HSA-2142696	
2254	R-HSA-191273	WP1795
2255	R-HSA-6807047	
2256	R-HSA-6807062	
2257	R-HSA-1655829	WP2686
2258	R-HSA-2426168	WP2706
2259	R-HSA-2046104	WP2724
2260	R-HSA-2046106	
2261	R-HSA-2046105	
2262	R-HSA-2142789	WP2734
2263	R-HSA-73923	WP2764
2264	R-HSA-163560	
2265	R-HSA-192456	
2266	R-HSA-265473	
2267	R-HSA-174824	
2268	R-HSA-171052	
2269	R-HSA-194223	
2270	R-HSA-174800	
2271	R-HSA-8855121	
2272	R-HSA-8866427	
2273	R-HSA-8866423	
2274	R-HSA-8866376	
2275	R-HSA-8848584	WP3790
2276	R-HSA-71387	WP1848
2277	R-HSA-5661270	
2278	R-HSA-189085	
2279	R-HSA-5652084	
2280	R-HSA-5652227	
2281	R-HSA-70350	
2282	R-HSA-73843	
2283	R-HSA-5653890	
2284	R-HSA-1630316	WP2743
2285	R-HSA-2142845	
2286	R-HSA-2160916	
2287	R-HSA-2142850	
2288	R-HSA-174362	
2289	R-HSA-174362	
2290	R-HSA-1638074	
2291	R-HSA-2022854	
2292	R-HSA-2022857	
2293	R-HSA-1638091	
2294	R-HSA-2022928	
2295	R-HSA-2024096	
2296	R-HSA-1971475	
2297	R-HSA-1971475	
2298	R-HSA-1793185	
2299	R-HSA-2022923	
2300	R-HSA-2024101	
2301	R-HSA-2022870	
2302	R-HSA-70370	
2303	R-HSA-8853383	WP3793
2304	R-HSA-71336	
2305	R-HSA-70326	
2306	R-HSA-3322077	
2307	R-HSA-70171	
2308	R-HSA-70263	
2309	R-HSA-70221	
2310	R-HSA-5357572	
2311	R-HSA-1483249	WP2741
2312	R-HSA-1855204	
2313	R-HSA-1855229	
2314	R-HSA-1855184	
2315	R-HSA-1855215	
2316	R-HSA-1855196	
2317	R-HSA-1855156	
2318	R-HSA-1855192	
2319	R-HSA-1855231	
2320	R-HSA-1855191	
2321	R-HSA-1855170	
2322	R-HSA-1855167	
2323	R-HSA-1855183	
2324	R-HSA-202131	WP1850
2325	R-HSA-203765	
2326	R-HSA-203615	
2327	R-HSA-203641	
2328	R-HSA-1474151	
2329	R-HSA-203754	
2330	R-HSA-15869	WP1851
2331	R-HSA-2393930	
2332	R-HSA-73847	
2333	R-HSA-74259	
2334	R-HSA-74217	
2335	R-HSA-73817	
2336	R-HSA-499943	
2337	R-HSA-73848	
2338	R-HSA-73621	
2339	R-HSA-500753	
2340	R-HSA-73614	
2341	R-HSA-8850843	
2342	R-HSA-71291	
2343	R-HSA-351202	WP3555
2344	R-HSA-351143	
2345	R-HSA-71288	
2346	R-HSA-350562	
2347	R-HSA-70635	
2348	R-HSA-351200	
2349	R-HSA-1237112	
2350	R-HSA-1237112	
2351	R-HSA-389661	WP3562
2352	R-HSA-6783984	
2353	R-HSA-8849175	WP3803
2354	R-HSA-209776	WP3548
2355	R-HSA-209968	
2356	R-HSA-350864	
2357	R-HSA-209905	
2358	R-HSA-209931	
2359	R-HSA-2408522	WP3791
2360	R-HSA-2408517	
2361	R-HSA-2408552	
2362	R-HSA-2408508	
2363	R-HSA-2408557	
2364	R-HSA-2408550	
2365	R-HSA-2408499	
2366	R-HSA-5263617	
2367	R-HSA-70614	WP3564
2368	R-HSA-977347	
2369	R-HSA-5662702	WP3377
2370	R-HSA-1614635	WP3574
2371	R-HSA-1614603	
2372	R-HSA-1614558	
2373	R-HSA-1614517	
2374	R-HSA-6788656	WP3573
2375	R-HSA-71064	
2376	R-HSA-70688	
2377	R-HSA-70921	
2378	R-HSA-71182	
2379	R-HSA-71240	
2380	R-HSA-70895	WP3556
2381	R-HSA-71262	
2382	R-HSA-8935690	
2383	R-HSA-1428517	WP2766
2384	R-HSA-71406	
2385	R-HSA-71403	
2386	R-HSA-880009	
2387	R-HSA-70268	
2388	R-HSA-204174	
2389	R-HSA-163200	WP1902
2390	R-HSA-163210	
2391	R-HSA-166187	
2392	R-HSA-167827	
2393	R-HSA-167826	
2394	R-HSA-611105	
2395	R-HSA-6799198	
2396	R-HSA-163685	WP1831
2397	R-HSA-163358	
2398	R-HSA-163765	
2399	R-HSA-422356	
2400	R-HSA-400451	
2401	R-HSA-434316	
2402	R-HSA-381676	
2403	R-HSA-399997	
2404	R-HSA-400042	
2405	R-HSA-163754	
2406	R-HSA-163359	
2407	R-HSA-164378	
2408	R-HSA-163767	
2409	R-HSA-163680	
2410	R-HSA-189445	WP1852
2411	R-HSA-189483	
2412	R-HSA-189451	
2413	R-HSA-1362409	WP2702
2414	R-HSA-2395516	
2415	R-HSA-211859	
2416	R-HSA-156580	WP1880
2417	R-HSA-156581	
2418	R-HSA-156582	
2419	R-HSA-156588	
2420	R-HSA-173599	
2421	R-HSA-156590	
2422	R-HSA-174403	
2423	R-HSA-156587	
2424	R-HSA-159424	
2425	R-HSA-177128	
2426	R-HSA-177162	
2427	R-HSA-177135	
2428	R-HSA-156584	
2429	R-HSA-5423646	WP3306
2430	R-HSA-211945	WP1879
2431	R-HSA-140179	
2432	R-HSA-141333	
2433	R-HSA-141334	
2434	R-HSA-71384	
2435	R-HSA-211897	
2436	R-HSA-211916	
2437	R-HSA-211958	
2438	R-HSA-211935	
2439	R-HSA-211981	
2440	R-HSA-211957	
2441	R-HSA-211999	
2442	R-HSA-211979	
2443	R-HSA-211976	
2444	R-HSA-211994	
2445	R-HSA-140180	
2446	R-HSA-217271	
2447	R-HSA-2564830	WP2690
2448	R-HSA-1480926	
2449	R-HSA-1237044	WP2744
2450	R-HSA-1247673	WP2681
2451		WP3557
2452		WP2655
2453		WP1784
2454		WP3355
2455		WP2794
2456		WP3565
2457		WP3568
2458		WP3554
2459		WP1789
2460		WP1835
2461		WP2785
2462		WP3576
2463		WP3307
2464		WP1845
2465		WP3797
2466		WP2749
2467		WP1858
2468		WP1859
2469		WP2765
2470		WP2761
2471		WP2752
2472		WP3545
2473		WP2754
2474		WP1887
2475		WP2735
2476		WP3332
2477		WP1904
2478		WP3551
2479		WP3812
2480		WP3400
2481		WP2755
2482		WP1934
2483		WP1936
2484		WP3828
